Code,Location,District,Registered,Envelopes,Valid,Občanská demokratická strana,Řád národa - Vlastenecká unie,Česká str.sociálně demokrat.,STAROSTOVÉ A NEZÁVISLÍ,Komunistická str.Čech a Moravy,Strana zelených,"ROZUMNÍ-stop migraci,diktát.EU",Strana svobodných občanů,Blok proti islam.-Obran.domova,Občanská demokratická aliance,Česká pirátská strana,Referendum o Evropské unii,TOP 09,ANO 2011,SPR-Republ.str.Čsl. M.Sládka,Křesť.demokr.unie-Čs.str.lid.,REALISTÉ,SPORTOVCI,Dělnic.str.sociální spravedl.,Svob.a př.dem.-T.Okamura (SPD),Strana Práv Občanů
554961, Karlovy Vary, Obec: Karlovy Vary,595,362,362,42,0,18,29,25,6,1,10,0,0,42,1,24,94,1,7,8,2,1,46,0
554961, Karlovy Vary, Obec: Karlovy Vary,857,428,428,52,1,28,29,25,6,3,5,1,1,48,0,36,138,0,11,4,1,0,34,1
554961, Karlovy Vary, Obec: Karlovy Vary,892,490,490,63,3,28,33,29,7,4,7,1,1,58,0,20,156,1,8,3,0,1,64,0
554961, Karlovy Vary, Obec: Karlovy Vary,1 009,596,596,38,2,69,42,44,8,7,8,1,2,52,0,23,219,0,14,1,3,0,57,3
554961, Karlovy Vary, Obec: Karlovy Vary,732,436,436,44,4,30,22,18,4,1,7,0,1,51,0,29,161,1,12,4,0,0,43,2
554961, Karlovy Vary, Obec: Karlovy Vary,746,513,513,65,2,40,42,28,3,2,4,6,1,41,0,31,190,0,14,6,2,0,34,1
554961, Karlovy Vary, Obec: Karlovy Vary,733,417,417,37,3,30,25,28,3,2,2,0,3,52,0,8,174,2,3,0,2,0,38,0
554961, Karlovy Vary, Obec: Karlovy Vary,835,529,529,48,9,27,41,33,7,7,2,0,1,72,0,18,184,0,18,9,1,0,50,0
554961, Karlovy Vary, Obec: Karlovy Vary,518,326,326,39,2,20,18,18,2,4,0,0,1,33,1,26,109,0,5,1,2,2,40,0
554961, Karlovy Vary, Obec: Karlovy Vary,678,305,305,29,1,13,14,12,4,4,5,0,0,26,2,23,110,2,6,9,1,2,39,1
554961, Karlovy Vary, Obec: Karlovy Vary,843,498,498,81,0,22,37,36,6,6,4,0,0,56,0,21,148,1,15,4,0,2,55,0
554961, Karlovy Vary, Obec: Karlovy Vary,1 017,600,600,50,1,53,42,44,6,5,8,0,4,72,0,23,191,1,17,3,5,0,68,4
554961, Karlovy Vary, Obec: Karlovy Vary,995,546,546,42,2,53,33,51,3,6,2,0,4,67,1,25,174,1,11,5,2,1,60,2
554961, Karlovy Vary, Obec: Karlovy Vary,1 104,693,692,67,4,47,30,43,10,4,4,0,4,59,2,38,239,3,21,6,0,1,102,0
554961, Karlovy Vary, Obec: Karlovy Vary,679,423,423,43,1,21,35,32,3,2,3,1,2,51,1,24,130,0,12,3,1,1,51,4
554961, Karlovy Vary, Obec: Karlovy Vary,544,252,251,12,2,18,10,15,5,3,1,0,2,35,0,11,73,1,9,4,1,0,48,1
554961, Karlovy Vary, Obec: Karlovy Vary,635,355,355,17,2,22,28,8,5,9,9,1,2,51,0,19,116,0,3,1,0,2,57,0
554961, Karlovy Vary, Obec: Karlovy Vary,700,419,419,35,0,36,22,33,7,3,6,0,1,41,0,25,152,1,9,4,2,0,40,0
554961, Karlovy Vary, Obec: Karlovy Vary,728,434,434,33,2,19,29,50,8,5,1,1,1,41,0,17,164,2,8,3,4,0,44,1
554961, Karlovy Vary, Obec: Karlovy Vary,645,389,389,35,1,25,16,24,3,7,1,0,2,44,0,16,160,0,6,11,1,0,36,1
554961, Karlovy Vary, Obec: Karlovy Vary,637,406,406,45,3,20,16,37,4,7,4,0,1,37,0,15,157,0,6,4,1,0,46,1
554961, Karlovy Vary, Obec: Karlovy Vary,870,496,496,62,0,16,47,29,5,1,4,0,2,62,2,22,174,0,13,3,2,3,46,1
554961, Karlovy Vary, Obec: Karlovy Vary,824,521,521,29,1,37,47,34,8,3,3,0,2,60,0,22,196,2,7,8,1,0,55,2
554961, Karlovy Vary, Obec: Karlovy Vary,1 052,622,622,68,5,32,38,51,5,5,15,0,4,71,0,33,209,0,6,8,1,0,68,1
554961, Karlovy Vary, Obec: Karlovy Vary,975,595,595,48,2,41,25,41,9,11,8,0,2,71,0,23,227,0,9,6,2,2,67,0
554961, Karlovy Vary, Obec: Karlovy Vary,856,535,535,59,1,39,38,37,5,2,6,0,5,50,1,30,185,1,12,1,0,1,61,0
554961, Karlovy Vary, Obec: Karlovy Vary,1 050,580,580,53,4,44,30,30,1,6,7,0,4,60,2,26,222,1,9,3,4,4,68,1
554961, Karlovy Vary, Obec: Karlovy Vary,903,578,578,35,0,52,40,42,6,5,6,0,2,48,0,23,228,0,13,5,3,1,60,1
554961, Karlovy Vary, Obec: Karlovy Vary,1 001,588,588,49,1,49,46,29,7,5,14,0,1,53,2,20,227,1,11,8,1,2,57,2
554961, Karlovy Vary, Obec: Karlovy Vary,1 058,645,643,68,0,48,44,42,7,2,7,0,3,69,1,30,208,0,24,4,1,0,78,2
554961, Karlovy Vary, Obec: Karlovy Vary,244,166,166,12,3,7,10,6,2,5,0,0,0,23,0,7,53,0,3,0,0,0,34,1
554961, Karlovy Vary, Obec: Karlovy Vary,708,479,479,60,1,24,43,20,5,3,9,0,0,51,0,26,160,1,10,6,2,3,45,3
554961, Karlovy Vary, Obec: Karlovy Vary,995,546,546,42,2,53,33,51,3,6,2,0,4,67,1,25,174,1,11,5,2,1,60,2
554961, Karlovy Vary, Obec: Karlovy Vary,1 104,693,692,67,4,47,30,43,10,4,4,0,4,59,2,38,239,3,21,6,0,1,102,0
554961, Karlovy Vary, Obec: Karlovy Vary,679,423,423,43,1,21,35,32,3,2,3,1,2,51,1,24,130,0,12,3,1,1,51,4
554961, Karlovy Vary, Obec: Karlovy Vary,544,252,251,12,2,18,10,15,5,3,1,0,2,35,0,11,73,1,9,4,1,0,48,1
554961, Karlovy Vary, Obec: Karlovy Vary,635,355,355,17,2,22,28,8,5,9,9,1,2,51,0,19,116,0,3,1,0,2,57,0
554961, Karlovy Vary, Obec: Karlovy Vary,700,419,419,35,0,36,22,33,7,3,6,0,1,41,0,25,152,1,9,4,2,0,40,0
554961, Karlovy Vary, Obec: Karlovy Vary,728,434,434,33,2,19,29,50,8,5,1,1,1,41,0,17,164,2,8,3,4,0,44,1
554961, Karlovy Vary, Obec: Karlovy Vary,645,389,389,35,1,25,16,24,3,7,1,0,2,44,0,16,160,0,6,11,1,0,36,1
554961, Karlovy Vary, Obec: Karlovy Vary,637,406,406,45,3,20,16,37,4,7,4,0,1,37,0,15,157,0,6,4,1,0,46,1
554961, Karlovy Vary, Obec: Karlovy Vary,870,496,496,62,0,16,47,29,5,1,4,0,2,62,2,22,174,0,13,3,2,3,46,1
554961, Karlovy Vary, Obec: Karlovy Vary,824,521,521,29,1,37,47,34,8,3,3,0,2,60,0,22,196,2,7,8,1,0,55,2
554961, Karlovy Vary, Obec: Karlovy Vary,1 052,622,622,68,5,32,38,51,5,5,15,0,4,71,0,33,209,0,6,8,1,0,68,1
554961, Karlovy Vary, Obec: Karlovy Vary,975,595,595,48,2,41,25,41,9,11,8,0,2,71,0,23,227,0,9,6,2,2,67,0
554961, Karlovy Vary, Obec: Karlovy Vary,856,535,535,59,1,39,38,37,5,2,6,0,5,50,1,30,185,1,12,1,0,1,61,0
554961, Karlovy Vary, Obec: Karlovy Vary,1 050,580,580,53,4,44,30,30,1,6,7,0,4,60,2,26,222,1,9,3,4,4,68,1
554961, Karlovy Vary, Obec: Karlovy Vary,903,578,578,35,0,52,40,42,6,5,6,0,2,48,0,23,228,0,13,5,3,1,60,1
554961, Karlovy Vary, Obec: Karlovy Vary,1 001,588,588,49,1,49,46,29,7,5,14,0,1,53,2,20,227,1,11,8,1,2,57,2
554961, Karlovy Vary, Obec: Karlovy Vary,1 058,645,643,68,0,48,44,42,7,2,7,0,3,69,1,30,208,0,24,4,1,0,78,2
554961, Karlovy Vary, Obec: Karlovy Vary,244,166,166,12,3,7,10,6,2,5,0,0,0,23,0,7,53,0,3,0,0,0,34,1
554961, Karlovy Vary, Obec: Karlovy Vary,708,479,479,60,1,24,43,20,5,3,9,0,0,51,0,26,160,1,10,6,2,3,45,3
554961, Karlovy Vary, Obec: Karlovy Vary,903,578,578,35,0,52,40,42,6,5,6,0,2,48,0,23,228,0,13,5,3,1,60,1
554961, Karlovy Vary, Obec: Karlovy Vary,1 001,588,588,49,1,49,46,29,7,5,14,0,1,53,2,20,227,1,11,8,1,2,57,2
554961, Karlovy Vary, Obec: Karlovy Vary,1 058,645,643,68,0,48,44,42,7,2,7,0,3,69,1,30,208,0,24,4,1,0,78,2
554961, Karlovy Vary, Obec: Karlovy Vary,244,166,166,12,3,7,10,6,2,5,0,0,0,23,0,7,53,0,3,0,0,0,34,1
554961, Karlovy Vary, Obec: Karlovy Vary,708,479,479,60,1,24,43,20,5,3,9,0,0,51,0,26,160,1,10,6,2,3,45,3
555258, Karlovy Vary, Obec: Kolová,368,"62,59",366,58,1,24,20,16,3,6,2,0,1,55,3,37,93,0,14,3,0,0,29,1
555304, Karlovy Vary, Obec: Krásné Údolí,157,"46,18",155,17,2,2,3,15,0,3,2,0,1,10,0,2,69,2,1,1,1,1,23,0
578045, Karlovy Vary, Obec: Krásný Les,177,"67,56",176,24,5,12,13,7,1,4,5,1,0,12,0,8,61,0,4,1,0,0,17,1
555347, Karlovy Vary, Obec: Kyselka,356,"54,43",353,29,2,14,31,30,4,3,3,1,0,24,0,15,127,1,11,0,1,2,54,1
555363, Karlovy Vary, Obec: Merklín,432,"55,17",426,42,3,25,21,35,11,9,6,1,0,42,1,8,144,0,6,14,0,1,53,4
537934, Karlovy Vary, Obec: Mírová,172,"67,98",172,26,0,11,12,6,1,3,3,0,0,21,0,4,60,0,4,0,0,0,20,1
555380, Karlovy Vary, Obec: Nejdek,571,298,298,17,1,20,22,9,6,3,0,0,1,32,1,10,126,0,14,2,0,1,28,4
555380, Karlovy Vary, Obec: Nejdek,426,210,210,11,1,21,5,15,5,1,2,0,0,20,0,5,82,0,6,0,0,2,29,5
555380, Karlovy Vary, Obec: Nejdek,1 118,366,366,52,3,16,20,22,8,6,5,1,0,36,1,15,97,1,10,0,0,3,63,6
555380, Karlovy Vary, Obec: Nejdek,667,343,342,32,0,27,18,19,7,2,5,0,0,33,0,11,124,1,15,1,1,3,36,4
555380, Karlovy Vary, Obec: Nejdek,421,211,210,20,1,16,5,15,4,1,3,1,2,17,0,9,66,1,3,2,0,3,35,5
555380, Karlovy Vary, Obec: Nejdek,521,321,321,30,2,25,17,24,7,4,1,0,0,34,0,10,109,0,4,4,0,4,36,9
555380, Karlovy Vary, Obec: Nejdek,614,304,303,14,0,25,9,31,1,8,2,0,0,27,0,4,140,2,7,1,0,1,25,3
555380, Karlovy Vary, Obec: Nejdek,439,251,251,26,0,22,11,13,3,2,3,0,0,26,0,5,90,0,8,2,2,0,30,6
555380, Karlovy Vary, Obec: Nejdek,219,125,125,7,0,13,2,9,1,0,0,0,0,19,0,2,42,0,4,1,0,0,23,0
555380, Karlovy Vary, Obec: Nejdek,106,51,51,4,0,5,0,1,0,0,0,0,0,1,0,1,23,0,6,0,0,0,9,0
555380, Karlovy Vary, Obec: Nejdek,384,184,184,12,0,22,7,9,7,3,2,0,0,15,0,6,65,0,8,0,1,0,24,0
555380, Karlovy Vary, Obec: Nejdek,647,316,316,28,1,15,13,13,7,5,4,0,0,32,0,8,133,2,10,2,0,0,35,5
555380, Karlovy Vary, Obec: Nejdek,115,72,72,7,0,5,7,3,8,0,0,0,0,7,0,1,20,0,3,0,1,1,5,4
555398, Karlovy Vary, Obec: Nová Role,787,514,513,45,0,40,54,36,9,2,7,0,1,49,0,20,155,0,6,3,0,8,75,2
555398, Karlovy Vary, Obec: Nová Role,1 393,730,730,62,3,46,78,46,6,8,12,2,0,66,0,25,260,2,9,4,5,5,80,3
555398, Karlovy Vary, Obec: Nová Role,828,514,514,26,0,59,69,19,5,4,8,1,2,40,0,12,183,1,8,1,2,3,66,2
555398, Karlovy Vary, Obec: Nová Role,374,233,231,30,7,16,22,11,3,1,3,0,2,23,0,8,64,0,5,0,0,0,28,5
506494, Karlovy Vary, Obec: Nové Hamry,203,"70,73",201,24,0,7,15,17,1,0,11,1,1,14,1,7,69,0,0,0,0,8,23,2
555428, Karlovy Vary, Obec: Ostrov,1 832,661,661,92,1,22,33,41,8,3,10,0,4,107,3,29,192,3,12,3,0,0,90,3
555428, Karlovy Vary, Obec: Ostrov,1 089,556,556,73,1,40,28,47,4,6,5,3,1,63,0,29,163,1,14,3,4,0,68,1
555428, Karlovy Vary, Obec: Ostrov,744,419,419,29,0,34,24,29,8,1,6,0,0,42,0,17,138,0,10,5,2,1,71,1
555428, Karlovy Vary, Obec: Ostrov,819,497,496,36,0,40,21,42,6,7,4,3,2,52,0,15,181,3,10,2,4,0,62,0
555428, Karlovy Vary, Obec: Ostrov,883,467,467,40,2,35,10,40,5,5,9,1,0,36,0,8,199,3,5,3,2,0,61,1
555428, Karlovy Vary, Obec: Ostrov,658,371,371,33,2,29,10,31,5,2,4,0,0,43,0,19,130,0,12,0,2,1,43,0
555428, Karlovy Vary, Obec: Ostrov,731,458,458,34,0,47,27,36,4,4,4,2,0,41,1,11,169,1,13,4,3,0,51,3
555428, Karlovy Vary, Obec: Ostrov,1 138,655,652,59,2,39,28,64,7,5,5,0,2,63,0,17,240,2,21,4,5,1,81,2
555428, Karlovy Vary, Obec: Ostrov,1 013,604,604,50,3,48,34,52,9,15,5,1,1,69,1,32,180,3,16,5,2,0,76,1
555428, Karlovy Vary, Obec: Ostrov,1 006,634,634,86,2,28,25,50,5,18,16,1,1,74,0,26,200,2,20,6,1,1,68,2
555428, Karlovy Vary, Obec: Ostrov,1 005,551,550,45,2,36,18,54,4,9,11,1,0,43,0,19,187,2,20,1,3,3,84,1
555428, Karlovy Vary, Obec: Ostrov,970,534,534,48,0,42,22,38,6,10,3,0,2,51,0,16,206,2,12,6,5,0,58,5
555428, Karlovy Vary, Obec: Ostrov,959,523,523,45,2,35,24,35,8,8,12,1,0,35,0,21,196,2,13,3,0,0,78,2
555428, Karlovy Vary, Obec: Ostrov,1 243,705,704,68,18,25,22,68,17,24,7,10,3,75,1,17,199,4,13,2,9,10,85,19
537969, Karlovy Vary, Obec: Otovice,511,"73,84",506,64,12,23,32,28,2,6,8,2,1,55,2,27,174,0,9,3,1,5,52,0
555444, Karlovy Vary, Obec: Otročín,200,"50,76",195,8,0,15,4,29,0,5,4,2,0,13,1,3,55,2,30,4,0,0,20,0
555452, Karlovy Vary, Obec: Pernink,306,"57,20",305,42,1,14,31,19,5,5,0,0,0,34,1,16,93,0,6,2,1,1,34,0
556947, Karlovy Vary, Obec: Pila,268,"65,37",266,17,3,32,16,22,5,3,1,1,0,25,1,8,94,0,7,3,0,0,27,1
555479, Karlovy Vary, Obec: Potůčky,144,"56,92",142,27,0,15,9,18,2,3,2,0,0,10,0,8,15,2,0,0,0,0,30,1
555525, Karlovy Vary, Obec: Pšov,198,"42,86",198,6,1,19,12,19,1,1,1,0,0,15,0,0,80,0,9,1,0,0,32,1
555533, Karlovy Vary, Obec: Sadov,752,477,477,70,4,20,31,22,1,5,5,0,0,50,2,25,149,0,10,4,0,5,67,1
555533, Karlovy Vary, Obec: Sadov,239,121,121,17,0,9,7,8,2,1,0,0,2,11,0,4,38,0,3,0,0,3,13,1
538027, Karlovy Vary, Obec: Smolné Pece,92,"67,65",92,24,2,5,5,0,5,0,1,0,0,3,0,3,34,1,1,0,0,0,8,0
555550, Karlovy Vary, Obec: Stanovice,277,"55,29",274,25,1,8,23,21,1,2,5,0,1,25,1,17,102,1,9,1,0,2,27,2
555584, Karlovy Vary, Obec: Stráž nad Ohří,391,204,204,10,0,10,7,27,5,2,0,0,0,16,0,7,89,0,0,1,0,1,27,2
555584, Karlovy Vary, Obec: Stráž nad Ohří,91,52,52,3,0,2,3,4,0,0,0,0,0,6,1,4,25,1,0,1,0,0,1,0
555592, Karlovy Vary, Obec: Stružná,247,"54,89",247,12,0,4,23,16,0,4,3,1,0,26,0,7,109,2,5,3,0,1,31,0
555614, Karlovy Vary, Obec: Šemnice,292,"56,48",290,47,2,13,15,25,9,4,7,0,1,27,2,10,81,0,9,1,1,0,32,4
555622, Karlovy Vary, Obec: Štědrá,216,"46,25",213,8,0,10,4,26,4,8,2,1,0,16,1,3,79,1,4,1,2,0,43,0
537845, Karlovy Vary, Obec: Teplička,62,"67,39",61,7,0,2,0,2,1,1,0,0,0,7,0,5,25,0,1,0,0,0,10,0
555657, Karlovy Vary, Obec: Toužim,1 245,619,618,37,2,59,11,70,4,3,14,0,0,60,4,7,256,2,8,4,1,1,71,1
555657, Karlovy Vary, Obec: Toužim,941,451,451,29,2,36,10,54,5,7,1,0,1,45,1,10,174,1,13,1,3,0,53,0
555657, Karlovy Vary, Obec: Toužim,788,423,423,64,1,30,20,41,6,1,9,0,0,34,1,10,148,1,25,1,0,2,27,1
555681, Karlovy Vary, Obec: Útvina,271,"58,91",268,6,1,15,7,43,7,3,2,0,0,27,0,10,97,0,4,3,2,0,41,0
555690, Karlovy Vary, Obec: Valeč,165,"57,69",164,6,0,6,14,20,7,5,0,0,0,25,0,1,57,1,3,0,0,0,19,0
555703, Karlovy Vary, Obec: Velichov,263,"60,74",261,14,1,17,18,16,3,4,2,3,0,17,0,9,98,0,1,4,1,4,49,0
555711, Karlovy Vary, Obec: Verušičky,178,"44,17",178,4,2,6,50,33,0,8,1,0,1,5,0,3,39,0,6,0,0,1,19,0
555738, Karlovy Vary, Obec: Vojkovice,328,154,154,6,0,11,6,14,3,1,0,0,0,26,1,5,56,0,2,0,1,0,21,0
555738, Karlovy Vary, Obec: Vojkovice,177,113,113,0,0,9,6,6,0,1,0,0,0,15,0,5,55,0,0,0,0,1,15,0
566675, Karlovy Vary, Obec: Vrbice,63,"41,45",63,1,0,4,7,13,0,0,0,0,0,1,0,1,26,0,4,0,0,0,6,0
578029, Karlovy Vary, Obec: Vysoká Pec,168,"61,31",168,9,2,2,11,14,9,0,0,0,0,25,1,11,43,1,6,0,0,0,33,1
555762, Karlovy Vary, Obec: Žlutice,947,480,479,22,4,32,24,44,6,5,1,0,0,22,0,26,186,2,20,0,2,1,76,0
555762, Karlovy Vary, Obec: Žlutice,1 051,494,494,36,2,29,14,53,4,4,6,1,2,36,0,13,175,2,46,2,1,3,60,1
560294, Sokolov, Obec: Březová,1 085,549,549,46,8,35,18,45,5,5,5,0,0,49,0,9,210,2,11,4,6,4,76,1
560294, Sokolov, Obec: Březová,1 178,657,657,66,12,58,24,63,12,5,2,1,0,57,0,18,247,1,2,4,1,2,75,3
560308, Sokolov, Obec: Bublava,198,"58,75",195,19,0,13,10,13,2,1,5,0,0,22,0,9,64,0,4,1,1,3,28,0
560316, Sokolov, Obec: Bukovany,543,"43,34",529,36,17,29,37,36,8,2,7,1,1,31,0,5,207,0,1,1,0,2,103,5
560324, Sokolov, Obec: Citice,371,"51,31",364,23,0,28,21,38,4,7,5,2,0,24,0,6,146,1,3,1,0,0,51,4
560332, Sokolov, Obec: Dasnice,94,"40,34",94,7,4,1,14,7,3,3,5,0,0,6,3,0,30,1,0,0,0,0,9,1
560341, Sokolov, Obec: Dolní Nivy,166,"61,03",164,13,2,5,12,9,4,3,3,3,1,15,0,5,49,1,2,0,0,6,30,1
538591, Sokolov, Obec: Dolní Rychnov,602,"55,43",598,62,15,39,27,51,5,3,11,0,1,53,1,29,229,0,19,3,0,5,41,4
560359, Sokolov, Obec: Habartov,1 126,398,398,47,11,30,14,25,1,3,9,1,1,13,2,9,154,2,4,5,1,2,57,5
560359, Sokolov, Obec: Habartov,874,427,427,29,9,45,10,28,4,10,6,0,0,20,0,11,173,4,5,0,1,5,62,3
560359, Sokolov, Obec: Habartov,988,300,300,12,9,16,13,43,2,8,2,0,0,14,0,5,116,0,3,2,0,2,46,4
560359, Sokolov, Obec: Habartov,540,300,300,23,2,12,14,21,1,2,12,1,0,22,1,7,125,3,3,1,0,2,42,2
560359, Sokolov, Obec: Habartov,495,319,319,30,5,17,17,21,4,2,3,0,0,14,0,8,127,1,5,5,0,0,54,3
560367, Sokolov, Obec: Horní Slavkov,1 134,615,614,61,8,25,21,41,6,20,12,4,0,65,0,15,244,6,13,1,3,5,55,3
560367, Sokolov, Obec: Horní Slavkov,828,457,457,20,4,43,20,43,1,4,11,0,1,30,0,12,200,0,5,0,0,2,55,0
560367, Sokolov, Obec: Horní Slavkov,833,434,434,45,9,18,32,29,5,3,7,0,0,39,1,8,177,1,4,2,0,0,48,2
560367, Sokolov, Obec: Horní Slavkov,1 032,390,390,24,0,20,14,45,4,4,5,1,0,34,2,10,156,2,4,0,2,1,56,2
560367, Sokolov, Obec: Horní Slavkov,1 001,519,519,35,5,40,19,31,5,3,9,1,1,43,0,13,244,2,5,2,1,1,54,1
560375, Sokolov, Obec: Chlum Svaté Maří,131,"53,25",128,8,1,16,7,3,0,0,3,0,1,12,0,0,56,2,3,1,1,0,13,1
560383, Sokolov, Obec: Chodov,915,464,464,46,1,36,27,41,1,4,12,1,0,28,1,13,171,1,5,5,1,2,59,3
560383, Sokolov, Obec: Chodov,945,520,520,47,3,31,39,27,6,7,6,0,0,44,0,8,205,4,11,5,3,1,71,2
560383, Sokolov, Obec: Chodov,1 470,497,497,46,2,39,36,30,4,5,11,1,1,46,0,17,178,0,5,0,0,3,70,0
560383, Sokolov, Obec: Chodov,1 338,706,704,49,2,60,38,57,5,10,6,1,3,53,1,21,269,4,16,4,6,0,92,0
560383, Sokolov, Obec: Chodov,894,351,350,18,5,38,12,22,5,7,3,0,0,28,3,10,123,1,11,0,0,3,61,0
560383, Sokolov, Obec: Chodov,1 044,551,547,32,1,40,27,43,4,5,11,1,2,49,0,16,214,3,12,2,2,2,73,1
560383, Sokolov, Obec: Chodov,1 178,368,368,18,3,31,18,46,7,3,2,0,1,34,1,6,109,0,4,3,1,2,72,3
560383, Sokolov, Obec: Chodov,1 054,521,517,29,0,39,14,31,5,4,8,2,0,43,3,16,217,1,10,4,0,0,85,3
560383, Sokolov, Obec: Chodov,991,414,414,34,2,40,11,23,3,3,4,3,0,25,0,7,166,4,6,7,0,5,67,0
560383, Sokolov, Obec: Chodov,943,426,426,37,4,33,25,28,7,4,4,0,0,40,0,11,145,1,7,4,1,1,62,3
560383, Sokolov, Obec: Chodov,230,138,138,15,1,6,3,13,2,1,0,0,0,12,0,5,56,0,2,1,1,1,17,2
560413, Sokolov, Obec: Jindřichovice,224,"56,42",222,12,0,6,8,17,2,2,5,0,0,12,0,4,108,2,10,0,0,2,31,1
511587, Sokolov, Obec: Josefov,185,"61,06",184,13,5,5,13,21,0,6,4,0,0,23,0,4,53,6,3,1,0,1,25,1
560421, Sokolov, Obec: Kaceřov,188,"50,54",188,6,4,6,8,13,1,3,1,0,0,9,0,3,98,1,1,0,1,3,30,0
560456, Sokolov, Obec: Krajková,396,"52,94",395,31,3,16,18,53,3,2,12,1,0,28,0,4,140,1,12,2,1,2,64,2
560464, Sokolov, Obec: Královské Poříčí,352,"52,85",348,20,6,28,17,30,4,4,10,1,1,23,1,8,138,2,9,4,1,1,38,2
560472, Sokolov, Obec: Kraslice,814,463,463,49,1,34,12,56,2,3,3,0,3,32,0,16,182,0,12,1,0,2,54,0
560472, Sokolov, Obec: Kraslice,793,332,332,16,1,19,8,29,3,9,7,1,0,18,0,6,152,1,7,0,2,5,46,0
560472, Sokolov, Obec: Kraslice,773,393,393,20,2,23,19,28,3,7,7,0,3,31,0,6,166,0,9,0,2,3,60,0
560472, Sokolov, Obec: Kraslice,970,356,356,23,1,27,12,25,4,4,3,0,0,22,0,13,144,1,9,2,2,1,55,2
560472, Sokolov, Obec: Kraslice,590,275,275,23,4,23,19,15,1,1,2,0,0,27,0,1,105,1,6,2,0,1,40,4
560472, Sokolov, Obec: Kraslice,709,394,394,29,0,25,8,27,3,5,8,0,0,27,0,9,175,1,5,1,2,1,64,0
560472, Sokolov, Obec: Kraslice,430,225,225,19,0,12,13,13,3,4,4,0,0,17,0,6,93,0,5,1,1,3,27,1
560472, Sokolov, Obec: Kraslice,472,240,240,16,1,10,8,27,1,3,5,1,0,21,0,5,100,0,2,2,0,0,36,0
538337, Sokolov, Obec: Krásno,332,"61,25",329,26,1,22,19,22,6,3,4,0,0,42,0,22,127,0,5,0,2,0,28,0
560499, Sokolov, Obec: Kynšperk nad Ohří,1 043,582,582,53,1,58,21,53,11,2,12,2,0,34,0,17,206,1,12,2,0,1,91,4
560499, Sokolov, Obec: Kynšperk nad Ohří,1 070,478,478,28,5,29,20,37,3,3,9,0,1,44,0,8,192,0,7,1,3,2,81,5
560499, Sokolov, Obec: Kynšperk nad Ohří,726,433,433,30,3,34,17,40,4,1,11,0,1,26,2,6,192,2,11,1,4,1,42,0
560499, Sokolov, Obec: Kynšperk nad Ohří,950,540,540,42,6,42,10,62,2,2,8,0,1,32,4,13,221,2,0,0,0,8,75,3
560499, Sokolov, Obec: Kynšperk nad Ohří,730,189,189,17,5,12,4,11,1,3,1,5,0,35,1,1,53,1,8,0,1,2,25,1
560502, Sokolov, Obec: Libavské Údolí,251,"51,75",251,12,6,9,19,18,2,2,7,0,0,11,0,5,99,2,6,0,1,1,46,5
560537, Sokolov, Obec: Loket,1 209,649,649,82,6,41,39,26,8,6,16,0,0,84,0,80,161,0,12,3,0,3,76,2
560537, Sokolov, Obec: Loket,1 274,745,745,70,11,57,27,42,19,8,19,0,0,84,2,53,213,3,15,8,2,3,98,4
560545, Sokolov, Obec: Lomnice,561,"55,00",556,28,21,27,24,39,6,12,15,3,2,57,0,11,191,2,15,8,3,3,88,1
560561, Sokolov, Obec: Nová Ves,46,"25,56",46,3,1,4,1,3,1,0,0,0,0,7,0,0,17,0,0,0,0,0,9,0
560570, Sokolov, Obec: Nové Sedlo,592,297,297,19,0,15,9,18,5,4,6,0,0,27,0,8,105,1,4,6,0,0,62,4
560570, Sokolov, Obec: Nové Sedlo,760,257,257,12,2,18,10,31,2,8,7,1,1,17,0,1,81,0,0,4,3,4,54,1
560570, Sokolov, Obec: Nové Sedlo,217,91,91,4,0,15,5,5,2,3,1,1,0,7,0,2,32,0,1,0,0,1,12,0
560570, Sokolov, Obec: Nové Sedlo,497,284,284,11,3,20,9,24,2,4,5,0,0,20,0,7,106,0,11,3,0,0,58,0
560588, Sokolov, Obec: Oloví,927,341,341,10,3,27,13,47,1,6,2,0,0,24,0,3,143,1,4,3,0,3,44,0
560588, Sokolov, Obec: Oloví,421,211,211,6,3,19,11,15,2,4,7,0,1,16,0,8,86,1,2,0,2,1,24,2
560596, Sokolov, Obec: Přebuz,50,"64,94",50,4,0,3,2,13,3,0,1,0,0,1,0,4,11,0,0,0,0,0,8,0
560600, Sokolov, Obec: Rotava,1 323,613,611,18,6,91,11,84,4,5,2,3,0,46,0,5,221,3,18,3,0,3,83,1
560600, Sokolov, Obec: Rotava,937,406,406,8,4,65,6,53,3,11,2,2,2,18,0,2,148,2,3,1,0,3,73,0
560600, Sokolov, Obec: Rotava,214,84,84,9,0,4,2,12,0,0,0,0,0,9,0,1,28,0,2,0,0,0,17,0
560618, Sokolov, Obec: Rovná,95,"36,54",95,5,2,9,4,20,0,3,0,1,0,3,0,0,28,2,1,0,0,1,16,0
560286, Sokolov, Obec: Sokolov,912,546,546,51,6,35,19,38,6,1,10,0,5,46,0,31,205,0,9,3,1,1,73,1
560286, Sokolov, Obec: Sokolov,1 619,501,501,62,7,31,34,46,0,2,9,2,0,30,0,20,173,0,13,4,1,1,64,2
560286, Sokolov, Obec: Sokolov,958,352,352,40,10,19,18,20,4,6,3,2,0,26,0,20,120,2,7,5,0,1,44,3
